date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:24:30	35286/35286	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:33%20GMT	https://newfreetool.com/en/email-validator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/email-validator.html	(from https://newfreetool.com/en/home)
10:24:30	40974/40974	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:33%20GMT	https://newfreetool.com/en/online-image-cropper	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/online-image-cropper.html	(from https://newfreetool.com/en/home)
10:24:30	33971/33971	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:34%20GMT	https://newfreetool.com/en/dns-lookup	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/dns-lookup.html	(from https://newfreetool.com/en/home)
10:24:30	42046/42046	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:34%20GMT	https://newfreetool.com/en/compress-image	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/compress-image.html	(from https://newfreetool.com/en/home)
10:24:30	48904/48904	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:34%20GMT	https://newfreetool.com/en/random-password-generator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/random-password-generator.html	(from https://newfreetool.com/en/home)
10:24:31	35267/35267	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:34%20GMT	https://newfreetool.com/en/json-formatter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/json-formatter.html	(from https://newfreetool.com/en/home)
10:24:31	34646/34646	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:35%20GMT	https://newfreetool.com/en/css-formatter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/css-formatter.html	(from https://newfreetool.com/en/home)
10:24:32	37620/37620	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:35%20GMT	https://newfreetool.com/en/js-formatter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/js-formatter.html	(from https://newfreetool.com/en/home)
10:24:32	35008/35008	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:35%20GMT	https://newfreetool.com/en/code-formatter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/code-formatter.html	(from https://newfreetool.com/en/home)
10:24:32	34908/34908	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:36%20GMT	https://newfreetool.com/en/my-ip	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/my-ip.html	(from https://newfreetool.com/en/home)
10:24:33	41581/41581	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:37%20GMT	https://newfreetool.com/en/convert-png-into-jpg-online	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/convert-png-into-jpg-online.html	(from https://newfreetool.com/en/home)
10:24:34	34840/34840	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:36%20GMT	https://newfreetool.com/en/uptime-monitor	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/uptime-monitor.html	(from https://newfreetool.com/en/home)
10:24:34	45509/45509	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:36%20GMT	https://newfreetool.com/en/epoch-unix-timestamp-converter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/epoch-unix-timestamp-converter.html	(from https://newfreetool.com/en/home)
10:24:36	49521/49521	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:38%20GMT	https://newfreetool.com/en/dob-calculator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/dob-calculator.html	(from https://newfreetool.com/en/home)
10:24:37	41332/41332	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:39%20GMT	https://newfreetool.com/en/ip-lookup	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/ip-lookup.html	(from https://newfreetool.com/en/home)
10:24:38	43058/43058	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:39%20GMT	https://newfreetool.com/en/case-converter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/case-converter.html	(from https://newfreetool.com/en/home)
10:24:38	39956/39956	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:42%20GMT	https://newfreetool.com/en/qr-code-scanner	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/qr-code-scanner.html	(from https://newfreetool.com/en/home)
10:24:38	39804/39804	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:42%20GMT	https://newfreetool.com/en/binary-translator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/binary-translator.html	(from https://newfreetool.com/en/home)
10:24:39	48184/48184	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:42%20GMT	https://newfreetool.com/en/robots-txt-generator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/robots-txt-generator.html	(from https://newfreetool.com/en/home)
10:24:39	39959/39959	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:43%20GMT	https://newfreetool.com/en/word-counter-online	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/word-counter-online.html	(from https://newfreetool.com/en/home)
10:24:39	39246/39246	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:43%20GMT	https://newfreetool.com/en/image-converter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/image-converter.html	(from https://newfreetool.com/en/home)
10:24:40	43460/43460	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:43%20GMT	https://newfreetool.com/en/rgb-to-hex	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/rgb-to-hex.html	(from https://newfreetool.com/en/home)
10:24:40	44713/44713	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:43%20GMT	https://newfreetool.com/en/hex-to-rgb	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/hex-to-rgb.html	(from https://newfreetool.com/en/home)
10:24:40	39747/39747	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:44%20GMT	https://newfreetool.com/en/convert-mp3-to-wav	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/convert-mp3-to-wav.html	(from https://newfreetool.com/en/home)
10:24:40	44209/44209	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:44%20GMT	https://newfreetool.com/en/convert-mp4-to-mp3	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/convert-mp4-to-mp3.html	(from https://newfreetool.com/en/home)
10:24:41	39614/39614	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:44%20GMT	https://newfreetool.com/en/password-hash	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/password-hash.html	(from https://newfreetool.com/en/home)
10:24:41	35437/35437	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:44%20GMT	https://newfreetool.com/en/about-us	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/about-us.html	(from https://newfreetool.com/en/home)
10:24:41	37369/37369	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:45%20GMT	https://newfreetool.com/en/contact-us	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/contact-us.html	(from https://newfreetool.com/en/home)
10:24:46	24905/24905	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2016%20Dec%202024%2005:24:45%20GMT	http://www.topcreativeformat.com/05445da9c18d516c18d167071f3d3de2/invoke.js	D:/New%20folder/newfreetools/newfreetoolss/www.topcreativeformat.com/05445da9c18d516c18d167071f3d3de2/invoke.js	(from https://newfreetool.com/en/home)
10:24:46	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%226599bda5-317b%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	(from https://newfreetool.com/en/home)
10:24:46	95900/95900	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:45%20GMT	https://newfreetool.com/en/privacy	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/privacy.html	(from https://newfreetool.com/en/home)
10:24:46	75636/75636	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:45%20GMT	https://newfreetool.com/en/	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/index.html	(from https://newfreetool.com/en/home)
10:24:47	38970/38970	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:50%20GMT	https://newfreetool.com/en/convert-wav-to-mp3	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/convert-wav-to-mp3.html	(from https://newfreetool.com/en/home)
10:24:47	45432/45432	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:51%20GMT	https://newfreetool.com/en/jpg-to-pdf-converter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/jpg-to-pdf-converter.html	(from https://newfreetool.com/en/home)
10:24:47	45832/45832	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:51%20GMT	https://newfreetool.com/en/ohms-law-calculator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/ohms-law-calculator.html	(from https://newfreetool.com/en/home)
10:24:48	49141/49141	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:51%20GMT	https://newfreetool.com/en/work-hours-calculator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/work-hours-calculator.html	(from https://newfreetool.com/en/home)
10:24:48	43670/43670	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:51%20GMT	https://newfreetool.com/en/vat-calculator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/vat-calculator.html	(from https://newfreetool.com/en/home)
10:24:48	40527/40527	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:52%20GMT	https://newfreetool.com/en/kb-to-mb-converter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/kb-to-mb-converter.html	(from https://newfreetool.com/en/home)
10:24:48	40544/40544	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:52%20GMT	https://newfreetool.com/en/mb-to-kb-converter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/mb-to-kb-converter.html	(from https://newfreetool.com/en/home)
10:24:48	42608/42608	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:52%20GMT	https://newfreetool.com/en/interest-rate-calculator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/interest-rate-calculator.html	(from https://newfreetool.com/en/home)
10:24:49	41483/41483	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:52%20GMT	https://newfreetool.com/en/sales-tax-calculator	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/sales-tax-calculator.html	(from https://newfreetool.com/en/home)
10:24:49	47349/47349	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:53%20GMT	https://newfreetool.com/en/pomodoro-timer	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/pomodoro-timer.html	(from https://newfreetool.com/en/home)
10:24:49	46346/46346	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:53%20GMT	https://newfreetool.com/en/voice-recorder	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/voice-recorder.html	(from https://newfreetool.com/en/home)
10:24:50	41534/41534	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:53%20GMT	https://newfreetool.com/en/currency-exchange-rate	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/currency-exchange-rate.html	(from https://newfreetool.com/en/home)
10:24:53	24933/24933	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2016%20Dec%202024%2005:24:54%20GMT	http://www.topcreativeformat.com/30ffc7f8676446fbe1e8d8df5b37da1d/invoke.js	D:/New%20folder/newfreetools/newfreetoolss/www.topcreativeformat.com/30ffc7f8676446fbe1e8d8df5b37da1d/invoke.js	(from https://newfreetool.com/en/home)
10:24:54	32548/32548	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:55%20GMT	https://newfreetool.com/en/terms	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/terms.html	(from https://newfreetool.com/en/home)
10:24:54	41257/41257	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:53%20GMT	https://newfreetool.com/en/sql-formatter	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/sql-formatter.html	(from https://newfreetool.com/en/home)
10:24:54	50606/50606	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:56%20GMT	https://newfreetool.com/en/cookies	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/cookies.html	(from https://newfreetool.com/en/home)
10:24:54	34559/34559	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:24:58%20GMT	https://newfreetool.com/en/author	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/author.html	(from https://newfreetool.com/en/home)
10:24:55	62440/62440	---M--	200	added ('OK')	application/javascript	etag:%2262018206-f3e8%22	https://newfreetool.com/public/assets/plugins/bootstrap/js/bootstrap.min.js	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/plugins/bootstrap/js/bootstrap.min.js	(from https://newfreetool.com/en/home)
10:24:55	87533/87533	---M--	200	added ('OK')	application/javascript	etag:%22658d82ba-155ed%22	https://newfreetool.com/public/assets/frontend/js/jquery-3.7.1.min.js	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/js/jquery-3.7.1.min.js	(from https://newfreetool.com/en/home)
10:24:55	4228/4228	---M--	200	added ('OK')	application/javascript	etag:%22662cad99-1084%22	https://newfreetool.com/public/assets/frontend/js/custom.js	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/js/custom.js	(from https://newfreetool.com/en/home)
10:24:55	5537/5537	---M-Z	200	added ('OK')	application/javascript	etag:%22659946f7-88b%22	https://cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.min.js	(from https://newfreetool.com/en/home)
10:24:56	98620/98620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22639ad398-1813c%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.eot	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.eot	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:56	54420/54420	---M--	200	added ('OK')	application/octet-stream	etag:%22639ad398-d494%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.woff2	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:56	98620/98620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22639ad398-1813c%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400d41dd41d.eot?	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400d41dd41dd41d.eot	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:57	63712/63712	---M--	200	added ('OK')	application/font-woff	etag:%22639ad398-f8e0%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.woff	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.woff	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:57	98384/98384	---M--	200	added ('OK')	application/octet-stream	etag:%22639ad398-18050%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.ttf	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:57	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22639ad398-79b4%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.eot	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.eot	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:57	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22639ad398-79b4%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400d41dd41d.eot?	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400d41dd41dd41d.eot	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:57	12220/12220	---M--	200	added ('OK')	application/octet-stream	etag:%22639ad398-2fbc%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.woff2	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:58	507478/507478	---M--	200	added ('OK')	image/svg+xml	etag:%22639ad398-7be56%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.svg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-brands-400.svg	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:58	14712/14712	---M--	200	added ('OK')	application/font-woff	etag:%22639ad398-3978%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.woff	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.woff	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:58	30928/30928	---M--	200	added ('OK')	application/octet-stream	etag:%22639ad398-78d0%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.ttf	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.ttf	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:58	107199/107199	---M--	200	added ('OK')	image/svg+xml	etag:%22639ad398-1a2bf%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.svg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-regular-400.svg	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:59	102152/102152	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22639ad398-18f08%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.eot	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.eot	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:59	102152/102152	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22639ad398-18f08%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900d41dd41d.eot?	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900d41dd41dd41d.eot	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:59	38784/38784	---M--	200	added ('OK')	application/octet-stream	etag:%22639ad398-9780%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.woff2	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:59	48704/48704	---M--	200	added ('OK')	application/font-woff	etag:%22639ad398-be40%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.woff	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.woff	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:24:59	101932/101932	---M--	200	added ('OK')	application/octet-stream	etag:%22639ad398-18e2c%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.ttf	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.ttf	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:25:00	15985/15985	---M--	200	added ('OK')	image/png	etag:%22639ad398-3e71%22	https://newfreetool.com/public/assets/frontend/img/ornaments/numbers1.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/ornaments/numbers1.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:00	23082/23082	---M--	200	added ('OK')	image/png	etag:%22639ad398-5a2a%22	https://newfreetool.com/public/assets/frontend/img/ornaments/numbers2.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/ornaments/numbers2.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:00	378215/378215	---M--	200	added ('OK')	image/svg+xml	etag:%22639ad398-5c567%22	https://newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.svg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/fonts/fontawesome/webfonts/fa-solid-900.svg	(from https://newfreetool.com/public/assets/frontend/fonts/fontawesome/fontawesome-all.min.css)
10:25:01	171830/171830	---M--	200	added ('OK')	image/png	etag:%22639ad398-29f36%22	https://newfreetool.com/public/assets/frontend/img/ornaments/doodlesbg.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/ornaments/doodlesbg.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:01	58029/58029	---M--	200	added ('OK')	image/png	etag:%22639ad398-e2ad%22	https://newfreetool.com/public/assets/frontend/img/ornaments/childrenbg.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/ornaments/childrenbg.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:01	29938/29938	---M--	200	added ('OK')	image/png	etag:%22639ad398-74f2%22	https://newfreetool.com/public/assets/frontend/img/call-to-action/enroll.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/call-to-action/enroll.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:01	4933/4933	---M--	200	added ('OK')	image/png	etag:%22639ad398-1345%22	https://newfreetool.com/public/assets/frontend/img/ornaments/ornament1.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/ornaments/ornament1.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:01	288053/288053	---M--	200	added ('OK')	image/jpeg	etag:%22639ad398-46535%22	https://newfreetool.com/public/assets/frontend/img/call-to-action/callout.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/call-to-action/callout.jpg	(from https://newfreetool.com/public/assets/frontend/css/style.css)
